,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
cell_125,2.7040,2.9449,2.4304,3.2935,6.2569,11.4326,10.9512,9.7513,17.5638,16.1925,13.0043,20.9708,32.4659,47.8194,61.3497,56.7297,22.7702,24.3954,14.2876,33.3188,28.2058,15.9992,35.9797,69.7386,20.7506,50.6838,33.9957,59.8086,34.8020,30.7231,96.2016,20.4809,47.7956,47.6507,88.8886,51.8037,86.1137,33.7408,12.1519,52.9872,54.6279,75.2027,15.2042,34.0122,2.8885,52.4626,96.8253,56.1041,68.2020,16.7073,52.3757,117.3462,29.5036,122.6089,21.2068,70.3517,70.1380,94.6211,73.3226,66.5057,31.8150,40.9316,41.9018,54.6428,45.2872,5.1419,18.7484,118.0197,51.0364,3.8985,124.1219,51.3013,68.3384,17.5699,64.2380,128.2894,73.2082,155.1983,15.2578,31.9074,91.1259,210.1887,78.8539,223.1590,60.6775,120.5351,68.1403,39.2922,72.2988,20.9103,110.7192,41.1895,71.2837,108.2473,143.6440,33.3210,83.9109,70.5308,42.1027,80.9496
cell_126,2.8240,2.8247,2.1968,3.0242,6.2133,11.2172,10.8759,9.7016,17.6153,16.1250,13.1653,21.3890,31.9833,47.7929,60.8707,56.3459,22.8721,23.8848,14.3828,32.4832,28.1725,15.7673,35.0996,68.4455,20.7249,49.8866,33.6049,59.7667,34.3595,30.8494,94.5743,20.2314,47.6501,47.4279,88.1684,51.5170,84.7743,32.9627,12.1522,52.1603,53.9123,74.5537,15.3211,33.8798,3.0389,51.9188,95.5569,55.1914,67.2406,16.4607,52.0183,115.4845,29.2932,122.0263,21.2263,69.4065,69.4532,92.9584,71.3314,65.3396,31.6183,40.7951,40.5817,53.7654,45.1474,4.9069,18.3533,115.5113,50.5481,3.7169,121.9779,50.6560,67.6071,17.3860,63.5288,125.8135,72.0874,153.3284,14.9888,32.0782,89.4886,206.8113,78.2482,219.7560,59.7924,118.8249,66.9845,39.2095,71.2994,20.6043,109.5627,41.1378,70.2988,107.5793,141.6461,33.4279,83.6461,69.7801,41.9082,80.1300
cell_127,2.7739,2.9674,2.2266,3.2355,6.0433,11.0578,10.6768,9.4969,17.3927,15.9588,12.9250,20.8514,31.9904,47.3665,60.3717,55.8188,22.5868,24.0877,14.0477,32.6763,27.8515,15.8142,35.3061,68.3265,20.9289,50.2373,33.7405,58.5792,34.3526,30.8219,94.8584,20.2638,46.7820,46.8382,87.5606,51.2262,83.9556,33.1220,11.8423,52.2287,53.0842,74.1672,15.1013,33.3366,3.0396,51.2969,94.5253,54.5586,67.0163,16.6295,51.7538,114.5129,29.1503,119.8204,20.9460,68.9157,68.7976,92.2311,71.4873,65.0443,31.3643,40.6117,40.8412,53.3440,44.8125,4.9941,18.3155,114.9732,50.5514,3.9160,120.7925,50.0697,66.7561,17.5891,63.0322,124.7619,71.3362,151.9799,15.2777,31.5123,88.1442,204.3598,77.0795,216.9803,59.2208,118.2810,66.1731,38.7617,71.6052,20.8698,108.0537,40.4213,69.9695,106.2833,140.3152,32.7892,82.2956,68.9827,40.9798,79.8212
cell_128,2.7006,2.8897,2.1792,3.1664,6.3210,11.1749,10.6558,9.7296,17.1098,15.7152,12.9073,20.7068,31.5815,47.1606,59.6798,55.3644,22.2501,23.5995,14.1032,32.2377,27.6298,15.5944,34.4196,67.8562,20.4057,49.4421,33.0635,59.1629,34.0725,30.3264,93.4520,20.2448,47.1457,46.8110,87.3298,50.3149,83.5678,33.1653,11.8066,51.5168,53.0442,73.4571,15.1945,32.9781,3.0499,51.4540,94.1022,54.4929,66.6187,16.6370,50.5353,113.4266,28.9181,119.7998,20.8868,68.9114,68.2219,91.9479,70.7490,64.9409,31.0429,40.4487,40.5513,52.7326,44.5404,4.8821,18.6143,114.5373,49.8170,3.9071,119.7394,49.9911,66.7208,16.9512,62.5931,123.8979,70.5457,150.0566,15.0425,31.4301,87.1231,202.7262,76.7371,214.5204,58.9360,117.7969,66.0060,39.1615,70.0911,20.3867,107.4343,40.5511,69.7155,105.8201,138.7262,32.5550,81.5963,68.1970,41.4411,79.7444
cell_129,2.6985,2.8947,2.3198,3.1450,5.8818,11.2317,10.7725,9.7625,17.2594,16.0129,12.7831,20.9276,31.3086,46.4553,59.9078,55.2094,22.7847,23.5639,13.9375,31.7742,27.6591,15.3610,34.3583,67.4693,20.2625,49.0741,33.0743,58.3163,33.5632,30.4006,93.9517,19.8124,46.5782,46.5593,86.5911,50.8733,83.0433,32.2900,12.1187,51.6083,52.5811,72.6825,15.0165,33.3888,2.7012,51.1508,93.9193,54.0304,65.9146,16.2561,51.2972,113.1240,28.8898,118.2840,20.8578,67.7797,68.1689,91.5139,69.3561,63.9937,31.2707,40.4716,40.1406,52.4140,44.5309,4.8473,18.1503,113.7353,49.9127,3.9295,119.2517,49.8024,66.1153,17.3038,62.0821,123.0646,70.7248,150.0565,14.7116,31.7589,86.7270,200.7354,76.5932,214.1879,58.3463,116.5273,65.1710,38.6646,70.2716,20.5627,106.3716,40.3018,68.8693,104.3814,138.1714,32.4806,80.6701,68.0636,41.0281,78.6860
cell_130,2.5150,2.9097,2.2583,2.9683,6.2948,10.8790,10.5060,9.1658,17.2269,15.8191,12.7738,20.7410,31.2770,46.4486,59.1127,54.4623,22.4897,23.7139,14.2713,32.2171,27.3950,15.7317,34.4547,67.1510,20.2333,49.1583,32.7171,57.7563,33.3846,30.1861,92.4435,20.0201,46.0919,46.0846,85.7139,50.1742,82.4550,32.3759,11.9110,50.9682,52.4925,72.4343,14.7923,32.4493,2.9539,50.5920,92.9548,53.8681,65.8762,16.2503,50.5742,112.0196,28.4867,117.4785,20.8598,68.0026,67.3429,90.8650,70.3013,64.2960,30.9560,40.6133,39.9949,52.4927,43.7865,4.9241,17.9795,113.1437,50.0350,3.8591,118.7057,49.0369,65.9712,16.9978,62.3588,122.7059,70.5113,148.3374,14.7574,31.6007,86.5744,200.6356,75.7393,212.3535,58.0267,115.7730,65.5116,38.4732,69.8833,20.3523,106.4484,39.3286,69.0789,103.9807,137.1504,32.1202,80.8989,66.9430,40.3140,78.5026
cell_131,2.7522,2.7526,2.2340,2.9419,6.0581,11.0748,10.4201,9.2843,17.0415,15.7217,12.1876,20.4818,31.3989,46.2380,58.2865,54.8860,22.0776,22.9571,13.6952,31.7588,27.4989,15.3882,34.4687,66.6007,19.9079,48.8122,33.4574,57.8646,33.6411,30.1101,91.9564,19.6966,46.4001,45.5916,85.7802,50.0631,81.7386,32.2723,11.1798,50.9240,51.9417,72.2533,15.0235,32.7272,2.7906,50.2182,92.0483,53.5695,65.9772,16.0680,50.2089,111.8029,28.5051,116.8427,20.4696,67.5927,67.0521,89.5907,69.7294,63.7728,30.5196,39.6576,39.9954,51.9779,44.0482,4.6114,18.0579,112.4201,48.6570,3.7520,117.7043,48.8273,65.0867,17.0940,61.0215,121.2233,69.7157,147.4026,14.8853,30.8514,86.0257,199.3352,75.0476,211.0795,58.1064,115.2549,65.0630,37.9660,69.3272,20.2530,105.7511,39.6639,68.9610,103.2686,135.6983,32.4303,80.6916,67.7712,40.4469,78.3617
cell_132,2.4333,2.8489,2.1395,3.2065,5.9939,10.9165,10.4345,9.4096,17.0223,15.6171,12.3710,20.5083,31.1601,46.1112,58.2100,54.5945,22.3419,23.2347,13.8365,31.3369,27.2524,15.3759,33.9353,66.0860,19.5477,48.4371,32.4174,57.0138,33.0515,29.5884,91.5662,19.4516,45.8016,45.6308,84.9900,49.6955,81.6483,31.9967,11.7079,50.0984,51.5935,71.6852,14.8982,32.6191,2.8944,50.2211,92.0978,53.0568,64.9977,15.9990,50.2351,111.1536,28.5660,117.2270,20.3768,67.0403,66.7380,89.6313,69.1196,63.2528,30.5514,39.8774,39.1260,51.7674,43.6468,4.8559,17.9153,111.6718,49.1715,3.8887,116.8404,48.6508,64.7611,16.8394,61.2732,120.6562,69.1215,146.8825,14.6920,30.8665,85.1120,198.2438,75.4568,208.8977,57.6160,114.9247,64.0606,37.6776,68.9520,19.9897,105.1132,39.4449,68.3084,103.3714,135.1747,31.5107,79.4102,66.8276,40.1368,77.7043
cell_133,2.4752,2.8558,1.8754,2.8278,5.6464,10.7120,10.4494,9.3111,16.5600,15.6784,12.3717,20.2751,30.7338,45.9691,58.5724,54.1911,22.0937,23.0926,13.5508,31.7544,27.1407,15.1313,33.7872,66.5678,19.3898,48.2962,32.3616,57.1137,32.6692,29.7051,90.9929,19.8728,45.5049,45.2656,84.8956,49.5397,81.2298,31.3753,11.5512,50.2267,51.3926,71.6374,14.6304,32.0536,2.8041,49.7100,91.4840,52.7039,64.7371,15.6649,49.8113,110.0490,27.9423,115.9678,20.4700,66.6931,66.2790,88.8280,69.0811,63.0891,30.7539,39.4333,39.1297,51.4386,43.5749,4.4764,17.2662,110.8859,48.7250,3.5260,116.7930,48.5583,64.5263,16.5944,60.8588,120.0244,69.4232,146.7360,14.2697,30.6725,85.1880,196.6367,74.9285,208.9349,57.1784,113.9389,64.4091,37.3545,68.4446,19.7697,103.8617,38.9570,68.2209,102.0283,134.9993,31.8511,79.1851,66.2878,40.1713,77.1178
cell_134,2.3539,2.5706,1.8988,3.0044,5.5843,10.4277,9.7922,8.7604,16.3464,14.9695,12.2580,19.8285,30.5191,45.4596,57.4657,53.3074,21.3943,22.5239,13.2034,30.9841,26.2486,14.7782,33.0832,65.6356,19.6585,47.4308,31.5112,56.5892,32.0303,28.8405,90.8591,19.1094,45.1957,44.8878,84.4477,48.8888,80.5527,31.0839,11.3150,49.8269,50.9877,70.5200,14.5811,31.5921,2.6672,49.3433,90.7229,52.5955,64.3654,15.5843,49.0144,109.8081,27.0088,115.0409,20.2589,66.0295,65.3620,88.4754,68.2025,62.5798,29.9786,39.3007,38.2211,50.6429,42.9692,4.3377,17.3359,110.1946,48.5709,3.6122,115.9844,47.7658,64.0278,16.4222,60.3628,119.2567,68.1571,145.3488,14.2907,30.3028,84.0736,195.8675,73.8074,207.7238,56.3819,113.9789,63.5468,36.8100,67.9442,19.6678,104.0124,38.3953,67.0131,101.3655,133.9720,31.3199,79.2397,65.8291,39.3380,76.9630
cell_135,2.3274,2.7564,1.8796,2.8125,5.1562,10.3240,9.8206,8.5264,15.8523,14.8129,11.8469,19.1143,29.6351,44.6016,56.8348,52.5040,20.8103,21.9496,12.7514,30.6244,25.8939,14.7208,32.6129,64.9269,19.0640,46.3094,31.1006,55.7370,32.1134,28.0849,89.4065,19.0261,44.1927,43.5937,83.1335,48.2146,80.2837,31.0475,10.7919,49.2361,50.5330,70.0500,14.1257,31.0061,2.6510,48.0968,90.3980,51.6866,63.1480,15.3238,48.5951,109.0724,27.1382,113.3817,19.3142,64.9731,64.5985,88.0795,67.2190,61.6552,29.3605,37.9674,38.1420,50.0588,41.5639,4.1479,17.2340,110.1100,47.5920,3.5116,114.4490,46.5596,63.2804,15.8439,59.3345,118.5118,67.3923,143.7720,13.9473,29.5125,83.3028,194.0307,72.8657,206.2522,56.0090,112.0576,62.8088,36.5119,67.0007,18.9202,102.8294,37.6942,66.7544,99.7214,132.5640,30.2572,77.2565,64.8457,38.6871,75.3121
cell_136,2.2404,2.5730,1.8027,3.0126,5.2111,9.8931,9.3097,8.0940,15.6108,14.3420,11.6327,18.4868,28.9479,43.3448,55.8390,51.0904,20.2913,21.3407,12.7134,29.4058,25.0518,14.2368,31.5265,63.1052,18.5563,45.3124,29.9189,54.2864,30.7170,27.3651,88.2366,18.5310,43.2132,43.3172,81.0916,47.0619,78.4797,30.2917,10.4623,47.6853,49.3342,68.1201,14.1090,30.8131,2.5047,47.7609,88.7740,51.1122,61.2382,14.9665,47.4269,107.2524,26.3504,112.4933,19.4183,63.6696,63.4773,86.3049,66.0072,60.1944,28.7769,37.2183,36.8618,49.1603,41.4360,4.2363,16.7599,107.7293,45.9996,3.6765,113.1746,46.7887,62.4035,15.4060,58.6762,116.8452,65.9142,141.4684,13.4994,29.3141,82.6981,191.8017,71.9539,203.7193,54.7672,110.5166,61.8655,35.9733,65.8696,18.1898,101.4006,37.8343,64.6834,99.0859,130.6755,29.6273,76.2664,63.6149,38.4714,73.0222
cell_137,2.3418,2.7742,1.8624,2.6541,5.0985,10.1429,9.5882,8.3648,15.1973,14.4302,11.4053,17.8688,28.2946,42.1467,54.3190,50.1785,19.6801,21.0077,12.5309,28.8833,24.7086,13.9630,30.6471,62.1534,18.1524,43.8664,29.7169,53.0482,30.4109,26.4910,85.5616,18.2086,42.4736,41.7917,79.4736,46.1362,77.0735,29.5249,10.3831,46.8999,48.5837,66.9522,13.6512,29.9128,2.4974,46.6305,86.8891,49.7378,60.0319,14.6752,46.4963,104.9191,25.8295,109.5523,18.5561,62.1644,62.1011,84.0092,64.3335,58.9193,27.9082,35.8485,36.0787,47.9943,40.3200,4.0798,16.4646,105.0005,45.4118,3.5065,111.6280,45.3602,60.9619,14.9664,57.1688,115.2331,65.0609,139.1326,13.3490,28.1320,81.0750,188.8295,69.9973,200.5685,53.4818,107.6026,60.6636,34.8643,64.5635,17.8114,99.0359,36.7261,63.2335,96.1536,128.4820,28.8762,74.2882,63.1603,37.8640,71.3760
cell_138,2.1173,2.8450,1.9288,2.7250,5.4747,9.5301,9.3144,8.0240,15.3330,14.1402,11.1506,18.2369,28.1357,41.6317,53.1904,49.0031,20.0265,20.6194,12.4966,27.7614,24.4493,13.7867,29.8969,60.1086,18.1517,43.3838,29.1197,51.7930,29.6807,26.3917,83.9786,18.0515,41.0428,41.3890,77.4541,45.3726,75.2934,28.9755,10.2132,45.7031,47.5931,65.0779,13.3589,29.3851,2.6487,45.2657,84.9215,48.9876,58.3699,14.3765,45.9732,102.9551,25.4574,107.3768,19.3308,60.8121,60.6476,82.7893,63.0159,57.4894,27.7513,35.6300,34.9977,47.5515,39.7271,4.3542,16.2878,102.6639,44.7327,3.6123,108.8973,44.5114,59.6089,15.2862,56.1660,112.5757,63.3045,136.2626,13.4728,28.3438,79.5872,184.4488,68.9742,196.0008,52.5070,105.2407,59.3914,34.5991,62.9212,18.0596,97.4978,36.1036,61.4458,94.2335,125.6436,28.6917,73.6286,61.7816,36.5393,69.1610
cell_139,2.1574,2.4264,1.6757,2.6691,5.3589,9.8409,9.4604,8.2851,15.3526,13.8460,10.8430,17.8306,28.3349,41.5284,52.3548,49.0555,19.6118,20.5412,11.9798,28.1409,24.4384,13.6956,30.6337,59.7729,17.4748,43.5876,29.5715,51.0471,29.9548,26.7935,82.5707,18.0435,41.1537,40.5146,76.4352,44.6462,73.9287,28.8603,9.9230,45.4023,46.4515,64.5440,13.1027,29.1687,2.2429,45.0298,83.1811,48.3866,58.1573,14.3940,44.6828,100.8762,25.4204,105.1428,18.6567,60.5369,60.1014,80.8982,62.7960,57.0069,27.2377,34.8204,35.4760,46.7741,39.7625,4.2249,15.9338,100.9411,43.8571,3.3295,107.1574,44.0773,58.5318,15.2078,55.1418,110.6424,62.5761,133.0939,12.9900,27.6346,78.1861,181.5268,67.2024,191.5829,51.9235,103.0333,58.3540,33.9903,62.3282,17.5061,95.0370,35.2052,61.2294,91.7566,123.1545,28.4865,71.7764,61.1313,36.3381,69.1498
cell_140,2.2999,2.4013,1.7162,2.6039,4.8172,9.5473,9.2929,8.1563,15.1651,14.1479,10.9874,18.4269,27.8373,41.8061,52.1955,49.0575,20.0096,20.5414,12.3149,27.8240,24.6844,13.6802,30.1064,59.2726,17.4035,42.8396,28.8838,50.8624,29.4164,26.7045,81.6735,17.8416,41.1436,40.9548,76.2473,44.7399,73.0539,28.6041,10.0830,45.0577,46.0208,64.2352,13.0611,28.8641,2.4428,44.8961,82.0880,47.2349,57.6098,14.4064,45.1922,99.2357,25.0399,104.7594,18.6432,59.9531,59.4285,79.8597,61.6213,56.5757,27.0862,35.6017,34.4867,45.9852,39.4475,3.9179,15.3629,98.7897,44.2354,3.2178,105.7676,43.4985,58.0180,15.1901,54.8301,108.7094,61.6641,131.3675,12.7323,27.8735,76.7388,178.1900,67.4589,188.3758,51.7824,102.9585,57.8044,33.7823,61.2656,17.1958,94.0901,35.2399,60.9058,92.1264,121.1232,28.5024,71.3582,59.8782,35.8800,69.1898
cell_141,2.1811,2.8082,1.8162,2.6385,5.0668,9.4884,8.9890,7.7863,14.5784,13.2356,11.1188,17.4735,27.5001,41.2426,51.7523,48.1849,19.1105,20.6575,12.2244,27.9957,23.8400,13.6573,30.1026,59.4687,17.5184,42.7600,28.7972,50.2175,28.9621,25.8830,81.7609,17.6009,40.1212,40.2189,76.0337,44.0506,72.7688,28.2568,10.1448,44.9896,45.8228,64.1286,13.3415,28.7094,2.6167,44.2897,81.7375,47.4404,57.6662,14.3321,44.2908,98.3965,24.2649,103.1562,18.1205,59.7722,59.2340,79.6193,62.2303,56.5335,26.8446,35.2133,34.5022,45.8197,38.3770,3.9843,15.6167,99.4549,43.5785,3.6153,104.6587,43.0775,57.6625,14.7105,54.1467,107.7047,61.5164,130.6231,13.1878,27.5225,75.6356,176.8452,67.1363,186.9068,50.6998,102.8845,57.6707,33.5243,61.2342,17.6191,93.0312,34.7903,61.1034,90.8079,120.8538,27.9425,70.4338,59.2911,35.8467,68.9004
cell_142,2.3295,2.5907,1.8284,2.7323,5.5213,9.4325,9.0887,7.7214,14.7466,13.4158,10.7183,17.4272,26.5159,40.1170,51.2109,47.5428,19.1097,19.7717,11.9385,26.9188,23.4653,13.1759,29.2101,58.6482,17.2869,41.8677,28.4708,50.2698,28.6969,25.3084,80.7704,17.4126,40.3903,39.6272,75.4448,43.3195,71.9759,27.8063,9.6579,44.7661,45.6106,62.8447,13.2720,28.3439,2.3650,43.9766,81.8453,47.4995,56.8869,13.8661,43.7932,98.1500,24.5131,103.2688,18.2487,58.6456,58.3968,79.2045,60.4155,55.5324,26.7076,34.3324,34.2362,45.1245,37.9435,4.0738,15.3766,98.9097,42.6309,3.4423,103.4915,42.4851,56.9231,14.7589,53.5729,106.6165,60.5752,129.0363,12.9959,27.2174,75.1619,174.9857,65.7770,185.5617,50.4721,101.6535,57.0119,33.3476,60.2543,17.3020,92.9280,34.5805,59.8051,90.3723,118.9529,27.9013,70.3614,59.2866,35.5308,67.5469
cell_143,1.9871,2.5499,1.8748,2.7364,5.1679,10.1199,9.6291,8.3992,15.2410,13.8642,10.9204,17.5421,27.3709,39.6785,50.4091,47.0002,19.5026,19.8496,12.1764,27.0562,23.8194,13.4355,29.6396,57.8702,17.2608,41.7999,28.6598,49.0240,28.8009,26.1411,80.0287,17.5233,39.9635,39.1634,73.6150,43.8150,71.8307,27.9709,9.9588,43.7435,45.1276,61.8573,12.9259,28.5631,2.5977,42.8203,80.9689,47.0515,55.8956,14.0434,44.1669,97.8793,24.6550,101.3482,17.9593,58.1729,58.1812,78.6577,60.1241,54.4744,26.3488,33.7137,34.3091,45.1195,38.2827,3.9641,15.5825,97.8248,42.2866,3.6248,102.8985,42.1640,57.0076,15.1056,52.7702,106.1490,60.0612,128.3608,13.0769,26.9181,75.3077,173.7271,64.9615,184.6800,50.8499,99.2524,56.0118,32.9026,60.0653,17.0781,92.1519,34.0129,58.8706,89.0097,119.0290,27.7438,69.0293,58.9269,34.7473,66.5681
cell_144,1.9459,2.2495,1.6256,2.5722,4.9342,9.3353,9.1344,7.8702,15.0116,14.2135,11.0782,18.4663,27.5761,41.0740,50.6529,47.8243,20.0490,20.6358,12.3146,27.7619,24.3855,13.3720,29.7501,57.5316,17.5260,42.8891,28.7473,49.1888,29.0825,26.4984,79.1294,18.0900,39.7158,39.9631,73.6602,43.7813,70.8397,28.1369,10.0172,43.5920,44.7958,62.2814,12.8256,27.9743,2.2611,43.7841,79.6410,46.3046,56.3148,14.2090,43.9936,95.9955,25.0879,102.0033,18.9268,58.7097,57.6792,77.6537,60.9496,55.4908,26.9268,35.3250,34.3023,45.6194,38.1602,4.1744,15.2729,95.8546,43.3635,3.1962,102.5762,42.2771,56.5289,15.0458,53.9150,105.9191,59.6146,126.6612,12.8684,27.8961,75.0901,172.8577,65.4174,182.3177,50.1296,99.1819,55.9938,33.3045,59.6277,17.6992,90.8260,34.1833,59.2240,89.0311,117.2161,27.8375,69.0293,58.1037,35.1682,67.1303
cell_145,2.2796,2.2699,1.4218,2.5014,4.5772,9.1623,8.5978,7.5271,14.3745,13.2169,10.3728,17.2162,27.5532,40.8824,50.9876,47.8250,18.8213,20.1792,11.6005,28.1106,23.5137,13.3698,29.9507,58.8933,17.0997,42.8174,28.4159,50.4450,28.9211,25.8465,79.6787,17.4390,40.1643,39.5156,75.5895,42.9869,70.4504,28.0333,9.5392,44.4372,44.6186,63.1511,12.7786,27.9458,2.4138,43.8872,79.5531,45.9397,57.7053,13.9527,43.1061,95.5076,24.5004,101.1210,17.9296,58.6254,58.1556,77.5975,61.1464,55.5717,26.2831,34.6254,34.6205,44.5794,39.0439,3.7760,15.3387,97.3505,42.2673,3.2606,101.4952,42.3967,56.7479,14.5133,53.1493,104.8402,60.5708,127.1583,12.9195,27.2990,73.8052,172.1382,65.6088,181.8744,49.6528,100.7186,56.3605,33.4469,59.7737,17.4705,89.9326,34.2252,60.3457,89.1584,117.3824,27.8441,68.9024,57.7868,35.0426,68.9919
cell_146,1.9276,2.5750,1.6611,2.7708,4.6500,8.9799,8.6564,7.5061,14.2453,12.7237,10.3191,16.5977,25.9846,39.7156,50.4202,46.8531,18.2443,19.3473,11.5325,26.7517,22.7382,13.0481,28.3496,57.8679,16.4276,41.1283,27.1229,50.0385,27.6984,24.3185,80.4011,16.5923,39.6738,39.3385,74.9177,42.6421,71.4425,27.4735,9.4437,43.7149,44.6393,62.0997,13.0694,27.8854,2.4438,43.4086,80.5099,46.0962,56.2301,13.7199,43.2169,96.5676,23.6691,100.7947,17.0548,57.3251,57.5066,78.3704,59.0802,54.4511,25.9237,33.7212,33.1282,43.7781,37.6808,3.8793,15.5584,97.6534,42.5205,3.5193,101.9834,42.0779,56.6376,13.9676,52.3624,105.0531,59.9826,127.4241,12.7460,26.5084,72.8922,170.9833,65.1738,182.1465,49.6479,100.6938,55.3777,32.3696,59.6766,16.8717,91.3829,34.2586,59.5802,89.3804,116.8722,26.9849,69.1039,57.4860,34.9464,67.3216
cell_147,2.0320,2.1981,1.7509,2.2986,4.7814,9.1443,8.6270,7.3061,13.7745,12.8464,10.2580,16.4876,25.6653,38.6282,50.0912,45.5086,18.2509,19.0795,11.3675,26.2179,22.6751,12.7068,27.9510,56.8040,16.1634,40.3930,27.2814,48.2121,27.3444,24.5880,79.0209,17.1121,38.8556,38.1171,72.6565,42.3189,70.9012,26.5907,9.4874,42.8051,44.2460,60.6910,12.2106,27.2370,2.2491,42.0804,80.4025,45.8921,54.5073,13.4767,42.5523,95.9834,22.9883,99.5462,17.4966,56.4479,56.3257,77.2356,58.6358,53.3568,25.9174,32.5793,32.6233,43.6366,36.2917,3.8352,14.6790,96.1136,41.3547,3.2145,101.6003,41.0852,55.6846,13.9540,52.2587,104.2955,59.3825,125.9619,12.3541,26.1585,73.5536,170.1866,63.8734,181.7714,49.0121,97.9244,55.5613,31.9129,59.2540,16.2112,90.6911,33.3836,57.5150,86.8781,116.1040,26.4179,67.7376,56.8412,34.6131,64.6249
cell_148,1.9804,2.3707,1.5577,2.4199,4.6633,9.0114,8.5989,7.0227,14.2414,12.6895,10.0106,16.3462,25.3513,37.9274,48.0212,44.4899,18.1543,18.6370,11.4064,25.4714,22.3920,12.3574,27.6088,55.0235,16.4036,39.5876,26.6149,47.2751,26.8344,24.3773,76.8031,16.2388,37.8759,37.4119,70.9826,41.9136,68.6905,26.0033,8.9192,42.0803,43.2236,59.1819,12.3636,26.8130,2.4470,41.2458,77.5233,44.5636,53.8290,13.0573,42.2542,94.2817,23.2176,98.6352,17.2255,56.4018,55.1576,75.2851,57.5729,52.8749,24.8692,32.3822,32.0076,43.3519,36.3730,3.9303,14.4094,93.1834,40.1529,3.4841,100.2937,39.7838,53.9539,13.9772,51.1626,102.7547,57.3265,123.4760,12.1710,26.0417,73.5269,169.5659,62.4038,179.1777,48.0159,96.1283,54.3435,31.4083,57.5128,16.1529,88.7719,32.3771,55.9496,85.3608,114.4196,26.1930,67.2267,56.9527,33.1671,64.1546
cell_149,1.8728,2.3465,1.4951,2.6171,4.6116,8.8900,8.3707,7.0520,14.0085,12.5180,9.7259,15.9574,25.6405,38.0146,47.2503,44.4457,17.8441,18.6962,11.4810,25.6647,22.4988,12.7634,27.6983,54.4545,15.9205,39.6196,27.0579,46.3856,27.2090,24.6569,75.5031,16.6647,37.6855,36.5224,69.9089,40.8110,67.8641,26.7723,8.6390,41.0940,42.7915,58.7297,11.9118,26.1961,2.2774,40.6996,76.2269,44.2773,52.8846,13.4994,41.1254,92.1943,23.0683,96.5012,17.2460,55.5649,54.3283,73.6517,57.7872,52.5454,24.5602,31.9877,32.3847,42.8903,35.8312,3.8201,14.4195,91.9902,39.8979,3.2779,97.5786,39.6709,53.6048,13.9349,50.5255,100.8199,56.6911,122.2967,12.2977,25.6014,71.4496,166.8695,61.2010,175.3919,47.9555,94.2792,53.1534,31.1393,56.9965,15.6387,86.8767,31.7274,55.8158,83.7561,112.9179,25.8421,65.1399,55.9032,32.5764,63.4395
cell_150,1.9528,2.3873,1.5500,2.5102,4.4641,8.8745,8.3835,7.2374,13.6853,12.7116,9.8738,15.9965,25.1944,37.9661,47.3591,44.6331,17.7727,18.5165,11.0094,25.3051,22.1889,12.2249,27.0798,54.2599,15.4673,39.1219,26.9235,46.5802,26.6816,24.1664,74.5249,16.7311,37.4095,37.1380,70.0418,40.4369,66.8333,25.9543,8.9892,40.8333,42.1074,58.1455,12.3716,26.5998,2.2768,41.5018,75.3960,43.5067,52.7188,13.0963,41.0128,90.8636,22.8181,96.1241,17.0530,54.9315,53.8488,72.8029,56.3412,51.7843,24.5021,32.1480,31.4221,41.9232,35.9355,3.7436,14.1746,90.5409,39.4210,3.3551,96.5660,40.0261,53.0037,13.5927,49.6533,99.2826,56.0171,119.8341,12.0911,25.7354,70.1010,163.2106,61.6679,172.2855,46.7891,94.1449,52.3014,31.1148,56.2007,15.8912,85.1784,32.5448,55.6511,83.6373,110.5187,25.4561,64.6488,54.8780,33.5938,63.0529
cell_151,1.9017,2.4552,1.5053,2.2394,4.6382,8.8895,8.2606,7.1374,13.8087,12.4389,10.0603,16.1357,25.0986,37.4999,47.1097,43.7808,17.6832,18.5416,11.2531,25.2783,21.9095,12.1414,26.9035,54.3334,15.7915,38.6648,26.2631,45.9740,25.7706,23.7091,74.8850,16.2378,36.8849,36.2538,69.3908,40.0909,66.7238,25.4412,9.1083,41.0329,41.4482,57.8890,11.8021,25.8328,2.3098,40.6200,75.6247,43.1847,52.1784,13.1168,40.6590,90.4691,22.1012,94.7291,17.2471,54.4717,53.8546,72.5499,56.1048,51.1489,24.5550,32.0527,30.9115,41.6690,35.8795,3.7341,13.8339,90.5040,39.7929,3.2794,95.7177,39.2403,52.6258,13.4667,49.3455,98.1367,55.9839,119.6778,11.9559,25.5423,69.3192,161.1713,61.2128,171.0085,46.1602,93.5041,52.4369,30.3186,55.8853,15.9031,84.9224,31.5323,55.2263,82.4963,109.9611,25.4728,64.0449,54.0542,32.7253,62.4128
